6842853509545580011	泉州市东南泵阀制造有限公司	17
16640588718873489916	高峰石油机械	15
12368249126934065153	通用电气医疗系统(中国)有限公司	21
13727785278961858132	嘉道建设工程公司	19
13336322847648293231	中国邮政储蓄银行(临沂市分行)	43
3993268192813173807	河南国际商会大厦	285
11286180997382344616	九龙宾馆(八宝街)	16
4386616147618233280	金碧辉煌写字楼	23
1954895790924137698	台湾大厦	60
495429845654612174	万达广场	197
16872901691567280182	智能大厦	389
7621608347517515185	慧友大酒店	15
2855757519847689612	九阳大酒店	59
12385454443112858476	新润成企业	27
17818370491984877472	吉田商务广场E栋	20
11464950696518689436	星月宾馆	25
11391875165322080366	高新商务酒店	13
3211376346237087453	青州倪氏顺风国际商务写字楼	34
1950033287925898091	荣誉大酒店(电力店)	509
18093644563068638668	中国邮政储蓄银行(园洲支行)	27
5474157486941394124	凌云红木工艺家具厂	42
206738862634935	劲松大厦	38
5383104898755317342	大唐商务大厦	36
12250909813063891264	静芯园	393
12826062233411935868	杭州建盛机电有限公司	106
7541535571564171952	竹围工业区	21
2295908031506036030	尚客优快捷酒店(西昌邛海湿地店)	19
14468521487268516024	白水洋村综合大楼	23
8340896641751259338	上海市闸北区教育工程经营公司	48
163831931612493228	保利源	40
2614944063103831112	黄河迎宾馆	88
17572022724767635662	源通大厦	43
12722845349813436516	华凯广场A座	97
10133177947641334043	中环广场写字楼	24
3415424363076971991	海庭·龙安酒店	217
15554950109029680869	乡镇企业大厦	58
18006062693997034834	阿房大厦	27
6872683551161142323	义乌城中城君亭酒店(稠州西路店)	201
3387448176944669774	IFC国际金融中心	20
4293350254048028860	山东凯尔工业园	21
2887826996065880492	中国银行(东门路支行)	27
4587957985008019750	耀东工业区	17
157648241583294107	嘉善声光电子有限公司	31
9296570935866995872	苹果都市B座	19
7411072443327344968	华都商业广场	24
5982315809324001510	许巷轻纺科技工业园	67
4015311992206661969	李作珍大厦	47
12986252278184243929	华光大厦	99
13052734535679306736	申海大厦	170
3350854405324933017	银霄大厦B楼	196
11548686620619803857	金峰大厦	154
7101698201696948971	元洪面粉食品(福建)公司	30
227629845105907178	国家电网文成县供电公司	22
8513021968592633610	正基大厦B楼	21
10555758764121168233	京川宾馆	123
3386990050106615946	高露洁三笑有限公司	17
3742308445268138013	河海环保工业园	17
14404848712835569655	邱山综合办公楼	73
6979033325485513491	陈山工业区	47
17522381246837796028	上海富士工器有限公司	44
14733859925368698450	米兰星际酒店	40
14801616264960582457	京师律师大厦	37
9627555178907974478	如家快捷酒店(锦州火车站店)	47
5155509363454837299	中成大厦	57
14571676346801222886	平棉纺织集团	26
14144147833062025094	紫金铜业有限公司	21
17392465940418042646	展讯中心	548
897732155113438188	恒悦国际外商俱乐部酒店	75
11992196030730175997	豪聚天下	70
15184530302539315144	青岛第五季制衣有限公司	21
216853912023943713	林垟工业区工业路	41
3353743126530401289	兰台大酒店(兰台大酒店)	28
11090184137982847622	润东大厦	277
17994614452499773351	正成·财富领地	473
13977689823145730274	凤凰第一工业区	16
12244852257029428842	江苏泽星环保	29
15500838298507063954	东台交通大厦	13
17258487171094673392	聚龙湾·利鑫国际酒店	19
1810410111373840162	南方花园B区商务大厦	18
16474882409654729815	城市管理大厦	91
13410548582547101667	兴文里大厦A幢	27
11502858747718908414	顺天城	60
4289629736493943729	德尼斯酒店	29
12855225984305075837	西安高新一路和颐酒店(原西安安吉皇家酒店)	44
1246016861698807280	黄金山科技园	141
6624737164277703085	徐州徐锻科技产业园	37
8815339683112631198	盛大彩钢	23
14174804709377146148	豪源减速机公司	27
4274979983473454782	文峰宾馆	14
