5170487345577321089	企业天地二期	1044
9806261343303183506	新纪元(福建)体育用品有限公司	18
15959248606095005348	财富广场	124
17866349876493169169	杭州华三通信技术有限公司东门	71
4617906129279161598	怡东凯丽大酒店	60
6514620041897943026	帝都温泉大酒店	71
1003000341297913982	中国邮政储蓄银行(龙海市支行)	13
18440470589917092729	月华工业区	43
2736773357917830042	美景大厦	167
8059243989287771407	内蒙古金马宾馆	28
8587585236123712347	广电大厦	38
5522111970283095259	宏达工业大厦	56
5111597061543616710	山东老伙计化工有限公司	14
6975171956183103389	永清县三圣口双喜五金厂	75
6651447403689868186	金禄大厦	116
5733837044110797185	飞雁羽绒	23
8742990133024961474	灵寿县液化气公司	14
2112647202531243077	喜地财富中心	29
10411218980437640608	南方大厦A座	22
4456774245606941480	置汇谷A座	61
11211813822627085865	青田华侨饭店	63
10182152209576280793	丽晶大酒店(曲园北路店)	69
5715733903320711300	华鼎大厦	77
4879180904467941796	海宁市宏格袜厂	21
8049082007752719118	临沂蓝海国际大饭店	658
8322221432654757105	通惠社区办公楼	21
13944710063167070573	西域中央大酒店	16
15751885021672607903	奥体明都国际饭店	41
10214330564922089942	南宁开发区北部湾科技园	76
2962873677901099999	田阳国际大酒店	82
4784789375429839355	胡新村综合楼	43
16466228523294440974	中国工商银行(东门口储蓄所)	20
15820231795902766427	绿城·黄龙世纪广场C座	28
8465100205708951176	长钢锻压机械制造公司东厂区	18
15209959589578612049	中山跃华住宿	18
6841082648315834853	永乐大酒店	31
4483016178843810391	睿和中心	422
7600960446436772913	振华商务中心	146
10957888849787705787	鸿图工业园	121
14612309556436762273	夏侯企业园	47
14430435030653054709	南曹庄商贸园	42
3694478460932039504	中国工商银行(安义支行)	18
682345451391765718	智胜快捷酒店(三里屯店)	22
17343684497476934364	国丰钢铁公司第二轧钢厂	15
6716062216519149331	宝钢工业公司包装工业园区	33
12749855466734186677	昌裕曹娥江大酒店	140
18207555029636198811	江西长江化工公司	218
17362977048949109220	中国工商银行(紫金支行)	16
12776616546447129240	浙信投资担保	20
13788372426247864964	世纪银河	205
1175638078309968564	沈阳中山皇冠假日酒店	129
8756180836305680505	伊泰大厦	70
